PostID,Time,Ticks,TweetUrl,Content,UserHandle,UserName,RetweetNum,LikeNum,UserID,UserUrl,Location
1411701347892797446,Sun Jul 04 15:00:04 +0000 2021,1625410804,https://twitter.com/pfizer/status/1411701347892797446,"On this #IndependenceDay, we celebrate our nationhood and the contributions from diverse groups that have helped us to persevere and grow. We wish you a joyous and healthy #July4th! https://t.co/NtEEBVV9Fg",pfizer,pfizer,24,129,56488059,https://twitter.com/pfizer,"New York, NY"
1410591614339330048,Thu Jul 01 13:30:23 +0000 2021,1625146223,https://twitter.com/pfizer/status/1410591614339330048,"Alvin Liu, Senior Director, Vaccines Partnerships &amp; Alliances worked tirelessly over the last year to help ensure equitable access of Covid vaccines through #COVAX -the global health initiative ensuring that all countries could have access to Covid vaccines. Watch below: https://t.co/xVdlEyXcBN",pfizer,pfizer,14,44,56488059,https://twitter.com/pfizer,"New York, NY"
1409964901666365442,Tue Jun 29 20:00:03 +0000 2021,1624996803,https://twitter.com/pfizer/status/1409964901666365442,What was unique about the vaccine #clinicaltrial program compared to others? Sarah Tweedy joined a panel of industry leaders to share learnings from launching trials during this pandemic at the @DrugInfoAssn annual meeting. #DIA2021 https://t.co/3LIRfiPHh8,pfizer,pfizer,6,40,56488059,https://twitter.com/pfizer,"New York, NY"
1410251884800184329,Wed Jun 30 15:00:25 +0000 2021,1625065225,https://twitter.com/pfizer/status/1410251884800184329,"Emotional impact, physical changes, effect on relationships, the importance of communication. Nothing is left uncovered in Season 2 of menopause: unmuted. Listen via https://t.co/FQ6bLbxu44  #menopause #SponsoredbyPfizer https://t.co/agO0Co8VRQ",pfizer,pfizer,4,34,56488059,https://twitter.com/pfizer,"New York, NY"
1409859253406404609,Tue Jun 29 13:00:14 +0000 2021,1624971614,https://twitter.com/pfizer/status/1409859253406404609,"As #AMR grows, antibiotics becomes less &amp; less effective, threatening the future of healthy aging. Learn about the progress already made in fighting this rising global health crisis &amp; what we can continue to do about it ➡️ https://t.co/ojcLF9Sc6f #2021AMRIndex https://t.co/AuWzbgdkPw",pfizer,pfizer,12,39,56488059,https://twitter.com/pfizer,"New York, NY"
1409587408736296960,Mon Jun 28 19:00:01 +0000 2021,1624906801,https://twitter.com/pfizer/status/1409587408736296960,.@100BlackMen w/ support of The Pfizer Foundation are empowering Black men to better manage their health through the Health Care 2.0 initiative. Learn more: https://t.co/C1kWoowHHz #BlackHealth #HealthEquity #MensHealthMonth,pfizer,pfizer,2,24,56488059,https://twitter.com/pfizer,"New York, NY"
1409527005679345669,Mon Jun 28 15:00:00 +0000 2021,1624892400,https://twitter.com/pfizer/status/1409527005679345669,"While #eczema, or atopic dermatitis, affects people physically, what’s not talked about is the emotional burden they may experience. With #EczemaInsideOut, Tammi goes beyond the surface sharing her journey with the condition and encouraging others to advocate for better care.",pfizer,pfizer,5,28,56488059,https://twitter.com/pfizer,"New York, NY"
1409572303927664644,Mon Jun 28 18:00:00 +0000 2021,1624903200,https://twitter.com/pfizer/status/1409572303927664644,"The ""Menopause: Unmuted"" podcast was launched to support productive discussions and build knowledge and empathy. Now it's a finalist in the Sharecare Awards, created to honor programs that promote well-being and embody the spirit of “sharing care,"" and we need your vote!",pfizer,pfizer,7,23,56488059,https://twitter.com/pfizer,"New York, NY"
1409496824453472257,Mon Jun 28 13:00:04 +0000 2021,1624885204,https://twitter.com/pfizer/status/1409496824453472257,Today marks the first International Neonatal Screening Day to promote newborn screening for rare diseases. Pfizer is proud to join advocates around the world in supporting critical initiatives to enable faster diagnosis and treatment of these life-threatening conditions #INSD https://t.co/oliQtnJFla,pfizer,pfizer,15,73,56488059,https://twitter.com/pfizer,"New York, NY"
1412048650864414729,Mon Jul 05 14:00:07 +0000 2021,1625493607,https://twitter.com/pfizer/status/1412048650864414729,"When he was appointed to lead Pfizer and asked in the boardroom if he had anything to say, @AlbertBourla's response was: “Only in America.”
 
Please join us and @CarnegieCorp in celebrating #GreatImmigrants, including our Chairman and CEO: https://t.co/wKLipSLGhs https://t.co/Ud8ogvZcp9",pfizer,pfizer,4,5,56488059,https://twitter.com/pfizer,"New York, NY"
1411701347892797446,Sun Jul 04 15:00:04 +0000 2021,1625410804,https://twitter.com/pfizer/status/1411701347892797446,"On this #IndependenceDay, we celebrate our nationhood and the contributions from diverse groups that have helped us to persevere and grow. We wish you a joyous and healthy #July4th! https://t.co/NtEEBVV9Fg",pfizer,pfizer,24,131,56488059,https://twitter.com/pfizer,"New York, NY"
1409587408736296960,Mon Jun 28 19:00:01 +0000 2021,1624906801,https://twitter.com/pfizer/status/1409587408736296960,.@100BlackMen w/ support of The Pfizer Foundation are empowering Black men to better manage their health through the Health Care 2.0 initiative. Learn more: https://t.co/C1kWoowHHz #BlackHealth #HealthEquity #MensHealthMonth,pfizer,pfizer,4,26,56488059,https://twitter.com/pfizer,"New York, NY"
1409859253406404609,Tue Jun 29 13:00:14 +0000 2021,1624971614,https://twitter.com/pfizer/status/1409859253406404609,"As #AMR grows, antibiotics becomes less &amp; less effective, threatening the future of healthy aging. Learn about the progress already made in fighting this rising global health crisis &amp; what we can continue to do about it ➡️ https://t.co/ojcLF9Sc6f #2021AMRIndex https://t.co/AuWzbgdkPw",pfizer,pfizer,12,40,56488059,https://twitter.com/pfizer,"New York, NY"
1409964901666365442,Tue Jun 29 20:00:03 +0000 2021,1624996803,https://twitter.com/pfizer/status/1409964901666365442,What was unique about the vaccine #clinicaltrial program compared to others? Sarah Tweedy joined a panel of industry leaders to share learnings from launching trials during this pandemic at the @DrugInfoAssn annual meeting. #DIA2021 https://t.co/3LIRfiPHh8,pfizer,pfizer,6,41,56488059,https://twitter.com/pfizer,"New York, NY"
1410591614339330048,Thu Jul 01 13:30:23 +0000 2021,1625146223,https://twitter.com/pfizer/status/1410591614339330048,"Alvin Liu, Senior Director, Vaccines Partnerships &amp; Alliances worked tirelessly over the last year to help ensure equitable access of Covid vaccines through #COVAX -the global health initiative ensuring that all countries could have access to Covid vaccines. Watch below: https://t.co/xVdlEyXcBN",pfizer,pfizer,15,46,56488059,https://twitter.com/pfizer,"New York, NY"
1412048650864414729,Mon Jul 05 14:00:07 +0000 2021,1625493607,https://twitter.com/pfizer/status/1412048650864414729,"When he was appointed to lead Pfizer and asked in the boardroom if he had anything to say, @AlbertBourla's response was: “Only in America.”
 
Please join us and @CarnegieCorp in celebrating #GreatImmigrants, including our Chairman and CEO: https://t.co/wKLipSLGhs https://t.co/Ud8ogvZcp9",pfizer,pfizer,8,12,56488059,https://twitter.com/pfizer,"New York, NY"
1410251884800184329,Wed Jun 30 15:00:25 +0000 2021,1625065225,https://twitter.com/pfizer/status/1410251884800184329,"Emotional impact, physical changes, effect on relationships, the importance of communication. Nothing is left uncovered in Season 2 of menopause: unmuted. Listen via https://t.co/FQ6bLbxu44  #menopause #SponsoredbyPfizer https://t.co/agO0Co8VRQ",pfizer,pfizer,4,35,56488059,https://twitter.com/pfizer,"New York, NY"
1409587408736296960,Mon Jun 28 19:00:01 +0000 2021,1624906801,https://twitter.com/pfizer/status/1409587408736296960,.@100BlackMen w/ support of The Pfizer Foundation are empowering Black men to better manage their health through the Health Care 2.0 initiative. Learn more: https://t.co/C1kWoowHHz #BlackHealth #HealthEquity #MensHealthMonth,pfizer,pfizer,4,27,56488059,https://twitter.com/pfizer,"New York, NY"
1409527005679345669,Mon Jun 28 15:00:00 +0000 2021,1624892400,https://twitter.com/pfizer/status/1409527005679345669,"While #eczema, or atopic dermatitis, affects people physically, what’s not talked about is the emotional burden they may experience. With #EczemaInsideOut, Tammi goes beyond the surface sharing her journey with the condition and encouraging others to advocate for better care.",pfizer,pfizer,5,29,56488059,https://twitter.com/pfizer,"New York, NY"
1409496824453472257,Mon Jun 28 13:00:04 +0000 2021,1624885204,https://twitter.com/pfizer/status/1409496824453472257,Today marks the first International Neonatal Screening Day to promote newborn screening for rare diseases. Pfizer is proud to join advocates around the world in supporting critical initiatives to enable faster diagnosis and treatment of these life-threatening conditions #INSD https://t.co/oliQtnJFla,pfizer,pfizer,15,74,56488059,https://twitter.com/pfizer,"New York, NY"
1409572303927664644,Mon Jun 28 18:00:00 +0000 2021,1624903200,https://twitter.com/pfizer/status/1409572303927664644,"The ""Menopause: Unmuted"" podcast was launched to support productive discussions and build knowledge and empathy. Now it's a finalist in the Sharecare Awards, created to honor programs that promote well-being and embody the spirit of “sharing care,"" and we need your vote!",pfizer,pfizer,7,24,56488059,https://twitter.com/pfizer,"New York, NY"
1412056169577730048,Mon Jul 05 14:30:00 +0000 2021,1625495400,https://twitter.com/pfizer/status/1412056169577730048,"When he was appointed to lead Pfizer and asked in the boardroom if he had anything to say, @AlbertBourla's response was: “Only in America.”

Please join us and @CarnegieCorp in celebrating #GreatImmigrants, including our Chairman and CEO:",pfizer,pfizer,2,9,56488059,https://twitter.com/pfizer,"New York, NY"
1412048650864414729,Mon Jul 05 14:00:07 +0000 2021,1625493607,https://twitter.com/pfizer/status/1412048650864414729,"When he was appointed to lead Pfizer and asked in the boardroom if he had anything to say, @AlbertBourla's response was: “Only in America.”
 
Please join us and @CarnegieCorp in celebrating #GreatImmigrants, including our Chairman and CEO: https://t.co/wKLipSLGhs https://t.co/Ud8ogvZcp9",pfizer,pfizer,10,16,56488059,https://twitter.com/pfizer,"New York, NY"